long,lat,nro_registro,tipo_activ,comuna,manzana,calle_nombre,calle_altura,calle_chapa,direccion_normalizada,ubicacion,nombre_cientifico,ancho_acera,estado_plantera,ubicacion_plantera,nivel_plantera,diametro_altura_pecho,altura_arbol
-58.4244071713735,-34.573124847367,59620,Lineal,14,NA,Bullrich Intendente Av.,500.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,53,14
-58.4244071713735,-34.573124847367,59621,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,42,14
-58.4244071713735,-34.573124847367,59622,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,50,14
-58.4244071713735,-34.573124847367,59623,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,55,14
-58.4244071713735,-34.573124847367,59624,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",Exacta,Tipuana tipu,16,Ocupada,Regular,A nivel,75,14
-58.4244071713735,-34.573124847367,59625,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,60,14
-58.4244071713735,-34.573124847367,59626,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,48,14
-58.4244071713735,-34.573124847367,59627,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,51,14
-58.4244071713735,-34.573124847367,59628,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,44,14
-58.4244071713735,-34.573124847367,59629,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,53,14
-58.4244071713735,-34.573124847367,59630,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,14,6
-58.4244071713735,-34.573124847367,59631,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,48,14
-58.4244071713735,-34.573124847367,59632,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,53,12
-58.4244071713735,-34.573124847367,59634,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,29,9
-58.4244071713735,-34.573124847367,59636,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Ochava,A nivel,10,3
-58.4244071713735,-34.573124847367,59640,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,58,14
-58.4244071713735,-34.573124847367,59641,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,25,12
-58.4244071713735,-34.573124847367,59642,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,60,14
-58.4244071713735,-34.573124847367,59644,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,62,14
-58.4244071713735,-34.573124847367,59645,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,54,14
-58.4244071713735,-34.573124847367,59646,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,54,12
-58.4244071713735,-34.573124847367,59647,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,45,14
-58.4244071713735,-34.573124847367,59657,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,61,14
-58.4244071713735,-34.573124847367,59658,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,47,14
-58.4244071713735,-34.573124847367,59659,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,16,6
-58.4244071713735,-34.573124847367,59660,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,17,6
-58.4244071713735,-34.573124847367,59661,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,18,6
-58.4244071713735,-34.573124847367,59662,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,52,14
-58.4244071713735,-34.573124847367,59663,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,54,14
-58.4244071713735,-34.573124847367,59664,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,48,14
-58.4244071713735,-34.573124847367,59665,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,17,6
-58.4244071713735,-34.573124847367,59666,Lineal,14,NA,Bullrich Intendente Av.,NA,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,15,6
-58.4244071713735,-34.573124847367,59667,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,12,6
-58.4244071713735,-34.573124847367,59668,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,20,8
-58.4244071713735,-34.573124847367,59669,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,53,12
-58.4244071713735,-34.573124847367,59670,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LA,Tipuana tipu,16,Ocupada,Regular,A nivel,16,6
-58.4261669146301,-34.5735656872219,63806,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Fraxinus pennsylvanica,5,Ocupada,Regular,A nivel,35,15
-58.4261669146301,-34.5735656872219,63807,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Fraxinus pennsylvanica,5,Ocupada,Regular,A nivel,37,15
-58.4261669146301,-34.5735656872219,63808,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,12,5
-58.4261669146301,-34.5735656872219,63810,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Fraxinus pennsylvanica,5,Ocupada,Regular,A nivel,3,3
-58.4261669146301,-34.5735656872219,63811,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,3
-58.4261669146301,-34.5735656872219,63812,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,12,5
-58.4261669146301,-34.5735656872219,63814,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,3
-58.4261669146301,-34.5735656872219,63815,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63816,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63817,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,2,3
-58.4261669146301,-34.5735656872219,63818,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63825,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,20,5
-58.4261669146301,-34.5735656872219,63826,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,17,6
-58.4261669146301,-34.5735656872219,63827,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,18,8
-58.4261669146301,-34.5735656872219,63828,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,8,4
-58.4261669146301,-34.5735656872219,63829,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63831,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,8,6
-58.4238896833953,-34.570848926448804,63832,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,45,10
-58.4261669146301,-34.5735656872219,63833,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,3
-58.4261669146301,-34.5735656872219,63834,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,3
-58.4261669146301,-34.5735656872219,63835,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63836,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,12,5
-58.4261669146301,-34.5735656872219,63837,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,1,2
-58.4261669146301,-34.5735656872219,63838,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LA,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,25,6
-58.4238896833953,-34.570848926448804,63839,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,22,7
-58.4238896833953,-34.570848926448804,64076,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,45,10
-58.4238896833953,-34.570848926448804,64077,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,45,10
-58.4238896833953,-34.570848926448804,64078,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,47,10
-58.4238896833953,-34.570848926448804,64079,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,42,9
-58.4238896833953,-34.570848926448804,64081,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,37,9
-58.4238896833953,-34.570848926448804,64083,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,42,10
-58.4238896833953,-34.570848926448804,64084,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,50,8
-58.4238896833953,-34.570848926448804,64085,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,45,10
-58.4238896833953,-34.570848926448804,64086,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,15,7
-58.4238896833953,-34.570848926448804,64087,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,38,10
-58.4238896833953,-34.570848926448804,64088,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,31,8
-58.4261669146301,-34.5735656872219,64089,Lineal,14,NA,Cerviño Av.,4800.0,4851,CERVIÑO AV. 4851,LD,Liquidambar styraciflua,5,Ocupada,Regular,A nivel,8,5
-58.4238896833953,-34.570848926448804,64090,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,4,Ocupada,Regular,A nivel,48,10
-58.4238896833953,-34.570848926448804,64093,Lineal,14,NA,Dorrego Av.,3300.0,3305,DORREGO AV. 3305,LA,Tipuana tipu,5,Ocupada,Regular,A nivel,37,8
-58.4244071713735,-34.573124847367,64790,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,52,14
-58.4244071713735,-34.573124847367,64791,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,52,14
-58.4244071713735,-34.573124847367,64792,Lineal,14,NA,Bullrich Intendente Av.,0.0,55,"BULLRICH, INT. AV. 55",LD,Tipuana tipu,16,Ocupada,Regular,A nivel,50,14
-58.4371780937751,-34.5807819599621,64827,Lineal,14,NA,Costa Rica,5800.0,5844,COSTA RICA 5844,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Bajo nivel,35,10
-58.437645871795304,-34.5804160361579,64828,Lineal,14,NA,Costa Rica,5800.0,5892,COSTA RICA 5892,Exacta,Ailanthus altissima,3.2,Ocupada,Ochava,A nivel,43,11
-58.4375784895454,-34.580468746876505,64831,Lineal,14,NA,Costa Rica,5800.0,5886,COSTA RICA 5886,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Elevada,15,6
-58.437451386116706,-34.5805681750445,64836,Lineal,14,NA,Costa Rica,5800.0,5876,COSTA RICA 5876,Exacta,Ficus benjamina,3.2,Ocupada,Regular,Elevada,93,11
-58.4375158262158,-34.5805177660466,64838,Lineal,14,NA,Costa Rica,5800.0,5882,COSTA RICA 5882,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Bajo nivel,3,3
-58.43738327319261,-34.5806214570375,64839,Lineal,14,NA,Costa Rica,5800.0,5870,COSTA RICA 5870,Exacta,Fraxinus pennsylvanica,3.2,Sobreocupada,Regular,Elevada,40,10
-58.4372465993431,-34.580728371161605,64840,Lineal,14,NA,Costa Rica,5800.0,5852,COSTA RICA 5852,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Bajo nivel,24,10
-58.4371085312804,-34.5808363754705,64850,Lineal,14,NA,Costa Rica,5800.0,5832,COSTA RICA 5832,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Bajo nivel,3,3
-58.4372465993431,-34.580728371161605,64851,Lineal,14,NA,Costa Rica,5800.0,5852,COSTA RICA 5852,LA,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Bajo nivel,31,10
-58.436979875753096,-34.5809370091396,64852,Lineal,14,NA,Costa Rica,5800.0,5818,COSTA RICA 5818,LA,Fraxinus pennsylvanica,3.1,Ocupada,Regular,A nivel,13,5
-58.437314731148795,-34.580675074601196,64853,Lineal,14,NA,Costa Rica,5800.0,5860,COSTA RICA 5860,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,27,10
-58.436821005634606,-34.5812030729781,64854,Lineal,14,NA,Carranza Angel Justiniano,1800.0,1882,"CARRANZA, ANGEL JUSTINIANO 1882",Exacta,Melia azedarach,3.2,Ocupada,Regular,Elevada,81,14
-58.436906911800605,-34.5812780993827,64855,Lineal,14,NA,Carranza Angel Justiniano,1800.0,1870,"CARRANZA, ANGEL JUSTINIANO 1870",LD,Ficus benjamina,3.2,Ocupada,Regular,Elevada,15,5
-58.436979875753096,-34.5809370091396,64856,Lineal,14,NA,Costa Rica,5800.0,5818,COSTA RICA 5818,Exacta,Fraxinus pennsylvanica,3.1,Ocupada,Regular,Bajo nivel,42,11
-58.4367923702838,-34.581178064169,64857,Lineal,14,NA,Carranza Angel Justiniano,1800.0,1886,"CARRANZA, ANGEL JUSTINIANO 1886",Exacta,Fraxinus pennsylvanica,5.2,Ocupada,Fuera de línea,A nivel,18,6
-58.4370423941376,-34.5808881538842,64858,Lineal,14,NA,Costa Rica,5800.0,5824,COSTA RICA 5824,Exacta,Melia azedarach,3.2,Ocupada,Regular,A nivel,74,12
-58.436906911800605,-34.5812780993827,64859,Lineal,14,NA,Carranza Angel Justiniano,1800.0,1870,"CARRANZA, ANGEL JUSTINIANO 1870",Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Elevada,12,5
-58.4360966461917,-34.565243201508004,64947,Lineal,14,NA,Migueletes,900.0,997,MIGUELETES 997,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,51,14
-58.43485322092979,-34.5648507271858,64949,Lineal,14,NA,"Del Libertador, Av",4800.0,4820,DEL LIBERTADOR AV. 4820,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,Elevada,20,9
-58.435153979459294,-34.5646741745407,64950,Lineal,14,NA,"Del Libertador, Av",4800.0,4854,DEL LIBERTADOR AV. 4854,Exacta,Tipuana tipu,4,Ocupada,Regular,Elevada,52,14
-58.435032061740294,-34.5647457434206,64951,Lineal,14,NA,"Del Libertador, Av",4800.0,4850,DEL LIBERTADOR AV. 4850,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,41,7
-58.43637557475571,-34.5650748101906,64954,Lineal,14,NA,Migueletes,1000.0,1007,MIGUELETES 1007,LD,Washingtonia robusta,4,Ocupada,Ochava,A nivel,4,3
-58.43546420402821,-34.5644920635254,64956,Lineal,14,NA,"Del Libertador, Av",4800.0,4894,DEL LIBERTADOR AV. 4894,LD,Jacaranda mimosifolia,4,Sobreocupada,Regular,Elevada,32,10
-58.43584407487229,-34.564733281970895,64957,Lineal,14,NA,Gorostiaga,1500.0,1542,GOROSTIAGA 1542,Exacta,Ficus benjamina,4,Sobreocupada,Regular,Elevada,5,2
-58.43589778275471,-34.5647965860023,64958,Lineal,14,NA,Gorostiaga,1500.0,1562,GOROSTIAGA 1562,Exacta,Tilia x moltkei,4,Ocupada,Regular,A nivel,13,6
-58.4352701381131,-34.564605986153495,64959,Lineal,14,NA,"Del Libertador, Av",4800.0,4880,DEL LIBERTADOR AV. 4880,Exacta,Tipuana tipu,4,Sobreocupada,Regular,Elevada,49,12
-58.4360610001956,-34.564988965229695,64960,Lineal,14,NA,Gorostiaga,1500.0,1588,GOROSTIAGA 1588,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,27,10
-58.4357900846212,-34.5646696450203,64961,Lineal,14,NA,Gorostiaga,1500.0,1530,GOROSTIAGA 1530,Exacta,Ficus benjamina,4,Ocupada,Regular,Elevada,30,11
-58.434981116721495,-34.5647756493968,64962,Lineal,14,NA,"Del Libertador, Av",4800.0,4842,DEL LIBERTADOR AV. 4842,LD,Ficus benjamina,4,Sobreocupada,Regular,Elevada,8,2
-58.43584407487229,-34.564733281970895,64963,Lineal,14,NA,Gorostiaga,1500.0,1542,GOROSTIAGA 1542,Exacta,Ficus benjamina,4,Sobreocupada,Regular,Elevada,5,2
-58.435736089212895,-34.564606001851104,64964,Lineal,14,NA,Gorostiaga,1500.0,1514,GOROSTIAGA 1514,LD,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,17,17
-58.43584407487229,-34.564733281970895,64965,Lineal,14,NA,Gorostiaga,1500.0,1542,GOROSTIAGA 1542,Exacta,Tilia x moltkei,4,Sobreocupada,Regular,Elevada,24,8
-58.435745088443696,-34.5646166090522,64966,Lineal,14,NA,Gorostiaga,4800.0,1516,GOROSTIAGA 1516,Exacta,Tilia x moltkei,4,Ocupada,Regular,Elevada,3,3
-58.4360061170206,-34.5649242763005,64967,Lineal,14,NA,Gorostiaga,1500.0,1574,GOROSTIAGA 1574,Exacta,Tilia x moltkei,4,Ocupada,Regular,Elevada,8,6
-58.4359520908051,-34.564860597309,64968,Lineal,14,NA,Gorostiaga,1500.0,1572,GOROSTIAGA 1572,Exacta,Ficus benjamina,4,Ocupada,Regular,Elevada,3,2
-58.435153979459294,-34.5646741745407,64969,Lineal,14,NA,"Del Libertador, Av",4800.0,4854,DEL LIBERTADOR AV. 4854,LA,Photinia serrulata,4,Ocupada,Regular,Elevada,14,3
-58.435736089212895,-34.564606001851104,64970,Lineal,14,NA,Gorostiaga,1500.0,1514,GOROSTIAGA 1514,LD,Ficus benjamina,4,Ocupada,Regular,Elevada,6,2
-58.4328136718353,-34.575236656483,64975,Lineal,14,NA,Ancon,5200.0,5232,ANCON 5232,Exacta,Citrus reticulata,3.2,Ocupada,Regular,Bajo nivel,20,6
-58.432723059254506,-34.5752774616196,64976,Lineal,14,NA,Ancon,5200.0,5224,ANCON 5224,Exacta,Tilia x moltkei,3.2,Ocupada,Regular,Elevada,28,6
-58.432723059254506,-34.5752774616196,64978,Lineal,14,NA,Ancon,5200.0,5224,ANCON 5224,LD,Citrus reticulata,3.2,Ocupada,Regular,Bajo nivel,16,6
-58.432723059254506,-34.5752774616196,64979,Lineal,14,NA,Ancon,5200.0,5224,ANCON 5224,LD,Citrus reticulata,3.2,Ocupada,Regular,Bajo nivel,7,3
-58.432723059254506,-34.5752774616196,64980,Lineal,14,NA,Ancon,5200.0,5224,ANCON 5224,LD,Fraxinus pennsylvanica,3.2,Ocupada,Ochava,Bajo nivel,23,9
-58.4325675641465,-34.575530563639695,64981,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2484,"RAVIGNANI, EMILIO, DR. 2484",Exacta,Lagerstroemia indica,1.8,Ocupada,Regular,Bajo nivel,7,5
-58.43260659435221,-34.5755922953795,64983,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2462,"RAVIGNANI, EMILIO, DR. 2462",LA,Lagerstroemia indica,1.8,Ocupada,Regular,A nivel,10,6
-58.43260659435221,-34.5755922953795,64984,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2462,"RAVIGNANI, EMILIO, DR. 2462",LD,Lagerstroemia indica,1.8,Ocupada,Regular,A nivel,10,6
-58.4326512801962,-34.575662972200796,64985,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2440,"RAVIGNANI, EMILIO, DR. 2440",Exacta,Lagerstroemia indica,1.8,Ocupada,Regular,A nivel,7,5
-58.4326512801962,-34.575662972200796,64987,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2440,"RAVIGNANI, EMILIO, DR. 2440",LD,Lagerstroemia indica,1.8,Ocupada,Regular,A nivel,9,6
-58.4326512801962,-34.575662972200796,64996,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2440,"RAVIGNANI, EMILIO, DR. 2440",LD,Lagerstroemia indica,1.8,Ocupada,Regular,A nivel,8,5
-58.4327017082021,-34.5757427308408,65001,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2430,"RAVIGNANI, EMILIO, DR. 2430",Exacta,Lagerstroemia indica,1.8,Ocupada,NA,Bajo nivel,8,5
-58.4327017082021,-34.5757427308408,65007,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2424,"RAVIGNANI, EMILIO, DR. 2424",Exacta,Lagerstroemia indica,1.8,Ocupada,Regular,Bajo nivel,9,5
-58.4327803395474,-34.575867096543,65016,Lineal,14,NA,Ravignani Emilio Dr.,2400.0,2410,"RAVIGNANI, EMILIO, DR. 2410",Exacta,Acer negundo,1.8,Ocupada,Regular,A nivel,36,9
-58.4329663086588,-34.5758344802071,65022,Lineal,14,NA,Santa Fe Av.,5200.0,5209,SANTA FE AV. 5209,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,24,6
-58.433089957614605,-34.5757802919057,65023,Lineal,14,NA,Santa Fe Av.,5200.0,5217,SANTA FE AV. 5217,LD,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,22,9
-58.433089957614605,-34.5757802919057,65024,Lineal,14,NA,Santa Fe Av.,5200.0,5217,SANTA FE AV. 5217,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,21,6
-58.433218525845206,-34.5757239475503,65026,Lineal,14,NA,Santa Fe Av.,5200.0,5225,SANTA FE AV. 5225,Exacta,Fraxinus pennsylvanica,4,Sobreocupada,Regular,Elevada,17,8
-58.4333516304667,-34.5756656149365,65029,Lineal,14,NA,Santa Fe Av.,5200.0,5233,SANTA FE AV. 5233,Exacta,Jacaranda mimosifolia,4,Sobreocupada,Regular,Elevada,23,9
-58.4333516304667,-34.5756656149365,65033,Lineal,14,NA,Santa Fe Av.,5200.0,5237,SANTA FE AV. 5237,Exacta,Jacaranda mimosifolia,4,Sobreocupada,Regular,Elevada,31,9
-58.433486073272896,-34.575606695619506,65047,Lineal,14,NA,Santa Fe Av.,5200.0,5249,SANTA FE AV. 5249,Exacta,Ficus benjamina,4,Ocupada,Regular,A nivel,50,10
-58.4335937920914,-34.575559487877804,65050,Lineal,14,NA,Santa Fe Av.,5200.0,5253,SANTA FE AV. 5253,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,28,9
-58.4335937920914,-34.575559487877804,65051,Lineal,14,NA,Santa Fe Av.,5200.0,5257,SANTA FE AV. 5257,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,31,9
-58.4337020943633,-34.5755120242856,65052,Lineal,14,NA,Santa Fe Av.,5200.0,5261,SANTA FE AV. 5261,Exacta,Jacaranda mimosifolia,4,Ocupada,Regular,Elevada,31,9
